<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEX.SNGS:SMAL;D;20170714;000000;27.1950000;27.1950000;27.1950000;27.1950000;12
MOEX.SNGS:SMAL;D;20170717;000000;27.1800000;27.1800000;26.9750000;26.9800000;42
MOEX.SNGS:SMAL;D;20170718;000000;26.7950000;26.7950000;26.1050000;26.1050000;53
MOEX.SNGS:SMAL;D;20170719;000000;27.0300000;27.0300000;27.0300000;27.0300000;1
MOEX.SNGS:SMAL;D;20170720;000000;26.3550000;27.0500000;25.0150000;26.5800000;147
MOEX.SNGS:SMAL;D;20170721;000000;26.9600000;26.9600000;26.8750000;26.8750000;23
MOEX.SNGS:SMAL;D;20170724;000000;27.0450000;27.0450000;26.3600000;26.3600000;4
MOEX.SNGS:SMAL;D;20170725;000000;26.9000000;26.9000000;26.1650000;26.2850000;159
MOEX.SNGS:SMAL;D;20170726;000000;26.7750000;26.7750000;26.7750000;26.7750000;51
MOEX.SNGS:SMAL;D;20170727;000000;26.7850000;26.7850000;26.1200000;26.1200000;25
MOEX.SNGS:SMAL;D;20170731;000000;26.6600000;26.6600000;26.6600000;26.6600000;2
MOEX.SNGS:SMAL;D;20170801;000000;27.4700000;27.5700000;26.2650000;27.5700000;267
MOEX.SNGS:SMAL;D;20170802;000000;27.9900000;27.9900000;27.9900000;27.9900000;1
MOEX.SNGS:SMAL;D;20170803;000000;27.2050000;27.5750000;26.7800000;27.5750000;125
MOEX.SNGS:SMAL;D;20170804;000000;27.4900000;27.4950000;27.4900000;27.4950000;25
MOEX.SNGS:SMAL;D;20170808;000000;27.6650000;27.6650000;27.6650000;27.6650000;1
MOEX.SNGS:SMAL;D;20170809;000000;26.9250000;27.0000000;26.9250000;27.0000000;98
MOEX.SNGS:SMAL;D;20170810;000000;27.4950000;27.4950000;27.4950000;27.4950000;9
MOEX.SNGS:SMAL;D;20170811;000000;26.5000000;26.5000000;26.3400000;26.3400000;42
MOEX.SNGS:SMAL;D;20170814;000000;26.9800000;27.0000000;26.2050000;26.3400000;122
MOEX.SNGS:SMAL;D;20170815;000000;26.6950000;26.6950000;26.6950000;26.6950000;1
MOEX.SNGS:SMAL;D;20170816;000000;26.1900000;26.1900000;26.1850000;26.1850000;44
MOEX.SNGS:SMAL;D;20170817;000000;27.0200000;27.0200000;26.5500000;26.5500000;26
MOEX.SNGS:SMAL;D;20170818;000000;26.6200000;26.6200000;26.1650000;26.1750000;94
MOEX.SNGS:SMAL;D;20170821;000000;26.0050000;26.0050000;26.0050000;26.0050000;112
MOEX.SNGS:SMAL;D;20170822;000000;26.4000000;26.4000000;26.4000000;26.4000000;8
MOEX.SNGS:SMAL;D;20170823;000000;26.5000000;26.9850000;26.4050000;26.4050000;112
MOEX.SNGS:SMAL;D;20170824;000000;26.7050000;26.7050000;26.7050000;26.7050000;6
MOEX.SNGS:SMAL;D;20170825;000000;26.4050000;26.8950000;26.4050000;26.8950000;99
MOEX.SNGS:SMAL;D;20170828;000000;26.7950000;26.9850000;26.5500000;26.5500000;211
MOEX.SNGS:SMAL;D;20170830;000000;26.6950000;26.6950000;26.6950000;26.6950000;1
MOEX.SNGS:SMAL;D;20170831;000000;26.9150000;26.9150000;26.2500000;26.6150000;260
MOEX.SNGS:SMAL;D;20170901;000000;26.6700000;26.6700000;26.6700000;26.6700000;36
MOEX.SNGS:SMAL;D;20170904;000000;27.7950000;27.7950000;27.3350000;27.3350000;109
MOEX.SNGS:SMAL;D;20170905;000000;27.3950000;27.3950000;27.3000000;27.3000000;106
MOEX.SNGS:SMAL;D;20170906;000000;27.6950000;27.6950000;27.6950000;27.6950000;1
MOEX.SNGS:SMAL;D;20170907;000000;27.3050000;27.9250000;27.3000000;27.9250000;138
MOEX.SNGS:SMAL;D;20170908;000000;27.9550000;27.9550000;27.9550000;27.9550000;16
MOEX.SNGS:SMAL;D;20170911;000000;27.9350000;27.9350000;27.9350000;27.9350000;83
MOEX.SNGS:SMAL;D;20170912;000000;28.2550000;28.2550000;28.2550000;28.2550000;1
MOEX.SNGS:SMAL;D;20170913;000000;28.1000000;28.1000000;28.0000000;28.0000000;15
MOEX.SNGS:SMAL;D;20170914;000000;27.9000000;27.9000000;27.9000000;27.9000000;10
MOEX.SNGS:SMAL;D;20170915;000000;28.3800000;28.3800000;28.2000000;28.3800000;136
MOEX.SNGS:SMAL;D;20170918;000000;28.0950000;28.4000000;28.0950000;28.4000000;128
MOEX.SNGS:SMAL;D;20170919;000000;28.1450000;28.4800000;28.1450000;28.4800000;65
MOEX.SNGS:SMAL;D;20170920;000000;28.4800000;28.7850000;28.3350000;28.7850000;138
MOEX.SNGS:SMAL;D;20170921;000000;28.7900000;28.9950000;28.7050000;28.9950000;67
MOEX.SNGS:SMAL;D;20170922;000000;28.7750000;28.9850000;28.6150000;28.6150000;184
MOEX.SNGS:SMAL;D;20170925;000000;28.8950000;29.1000000;28.7850000;29.1000000;109
MOEX.SNGS:SMAL;D;20170926;000000;29.1050000;29.2900000;29.1050000;29.2900000;38
MOEX.SNGS:SMAL;D;20170927;000000;29.4000000;29.4000000;29.2950000;29.3250000;70
MOEX.SNGS:SMAL;D;20170928;000000;29.3300000;29.6200000;29.3250000;29.3450000;246
MOEX.SNGS:SMAL;D;20171002;000000;29.6150000;29.6150000;29.3200000;29.3200000;73
MOEX.SNGS:SMAL;D;20171003;000000;29.3150000;29.3150000;29.1950000;29.1950000;25
MOEX.SNGS:SMAL;D;20171004;000000;29.2300000;29.4550000;29.2300000;29.4550000;88
MOEX.SNGS:SMAL;D;20171006;000000;29.2150000;29.4950000;29.2150000;29.4950000;33
MOEX.SNGS:SMAL;D;20171009;000000;29.4950000;29.5300000;29.4950000;29.5300000;4
MOEX.SNGS:SMAL;D;20171010;000000;29.5350000;29.5550000;29.5350000;29.5550000;99
MOEX.SNGS:SMAL;D;20171011;000000;29.5650000;29.7350000;29.4450000;29.6000000;178
MOEX.SNGS:SMAL;D;20171012;000000;29.7450000;29.8200000;29.7450000;29.8200000;16
MOEX.SNGS:SMAL;D;20171013;000000;29.8050000;29.8050000;29.8050000;29.8050000;2
MOEX.SNGS:SMAL;D;20171016;000000;29.5300000;29.5300000;29.5300000;29.5300000;68
MOEX.SNGS:SMAL;D;20171017;000000;29.5200000;29.7900000;29.4000000;29.7900000;48
MOEX.SNGS:SMAL;D;20171018;000000;29.7450000;29.7450000;29.5500000;29.5500000;33
MOEX.SNGS:SMAL;D;20171019;000000;29.4400000;29.5950000;29.1700000;29.1700000;127
MOEX.SNGS:SMAL;D;20171020;000000;29.5000000;29.5300000;29.3050000;29.3050000;57
MOEX.SNGS:SMAL;D;20171023;000000;29.5300000;29.5300000;29.5300000;29.5300000;1
MOEX.SNGS:SMAL;D;20171024;000000;29.2250000;29.2250000;29.0150000;29.0150000;43
MOEX.SNGS:SMAL;D;20171025;000000;29.3100000;29.3100000;29.3100000;29.3100000;1
MOEX.SNGS:SMAL;D;20171030;000000;29.3000000;29.8450000;29.3000000;29.8450000;263
MOEX.SNGS:SMAL;D;20171031;000000;30.2300000;30.2300000;29.2650000;29.2650000;137
MOEX.SNGS:SMAL;D;20171101;000000;29.0000000;29.6000000;28.1700000;29.1900000;116
MOEX.SNGS:SMAL;D;20171102;000000;29.6700000;29.9150000;29.0700000;29.0700000;8
MOEX.SNGS:SMAL;D;20171103;000000;29.7800000;29.7800000;29.2300000;29.2300000;2
MOEX.SNGS:SMAL;D;20171108;000000;30.0000000;30.6100000;29.5000000;30.6100000;264
MOEX.SNGS:SMAL;D;20171109;000000;29.7800000;31.5000000;29.0400000;31.4500000;63
MOEX.SNGS:SMAL;D;20171110;000000;30.6700000;30.9600000;29.0150000;29.2000000;108
MOEX.SNGS:SMAL;D;20171113;000000;30.0000000;30.2000000;30.0000000;30.2000000;21
MOEX.SNGS:SMAL;D;20171114;000000;30.4500000;30.4500000;30.4500000;30.4500000;1
MOEX.SNGS:SMAL;D;20171115;000000;30.6700000;30.6700000;29.4500000;29.4500000;3
MOEX.SNGS:SMAL;D;20171116;000000;29.7800000;29.7800000;29.3200000;29.3200000;2
MOEX.SNGS:SMAL;D;20171117;000000;29.7500000;29.7500000;28.6800000;28.6800000;81
MOEX.SNGS:SMAL;D;20171120;000000;29.7800000;29.7800000;29.1800000;29.1800000;12
MOEX.SNGS:SMAL;D;20171121;000000;29.9800000;29.9800000;29.1200000;29.1200000;85
MOEX.SNGS:SMAL;D;20171122;000000;29.4700000;29.4700000;29.4700000;29.4700000;1
MOEX.SNGS:SMAL;D;20171123;000000;29.1250000;29.4150000;29.0650000;29.0650000;9
MOEX.SNGS:SMAL;D;20171124;000000;29.4200000;29.4200000;28.9850000;29.3400000;56
MOEX.SNGS:SMAL;D;20171127;000000;29.8000000;29.8000000;28.8350000;28.8350000;80
MOEX.SNGS:SMAL;D;20171129;000000;29.7600000;29.7600000;28.2050000;28.2050000;67
MOEX.SNGS:SMAL;D;20171130;000000;27.7950000;27.9900000;27.2700000;27.2700000;294
MOEX.SNGS:SMAL;D;20171201;000000;27.6200000;27.7100000;27.1950000;27.7100000;67
MOEX.SNGS:SMAL;D;20171204;000000;27.7250000;27.7250000;27.3800000;27.3800000;2
MOEX.SNGS:SMAL;D;20171205;000000;27.8100000;27.8100000;27.2750000;27.2750000;63
MOEX.SNGS:SMAL;D;20171206;000000;27.6350000;28.2200000;27.6350000;27.9050000;29
MOEX.SNGS:SMAL;D;20171207;000000;27.6400000;27.8200000;27.6400000;27.8200000;19
MOEX.SNGS:SMAL;D;20171208;000000;27.8950000;27.8950000;27.8950000;27.8950000;46
MOEX.SNGS:SMAL;D;20171211;000000;28.3100000;28.5250000;27.9050000;28.5250000;229
MOEX.SNGS:SMAL;D;20171212;000000;28.5050000;28.8450000;28.5000000;28.7750000;77
MOEX.SNGS:SMAL;D;20171213;000000;28.8600000;29.0400000;28.5350000;29.0400000;112
MOEX.SNGS:SMAL;D;20171214;000000;29.0550000;29.1750000;29.0550000;29.1750000;13
MOEX.SNGS:SMAL;D;20171215;000000;29.0000000;29.0000000;29.0000000;29.0000000;2
MOEX.SNGS:SMAL;D;20171218;000000;28.7200000;28.8950000;28.5000000;28.7250000;148
MOEX.SNGS:SMAL;D;20171219;000000;28.6400000;28.6400000;28.4550000;28.4550000;45
MOEX.SNGS:SMAL;D;20171220;000000;28.4450000;28.4950000;27.9800000;27.9800000;50
MOEX.SNGS:SMAL;D;20171221;000000;27.9700000;28.1950000;27.4600000;27.7950000;112
MOEX.SNGS:SMAL;D;20171222;000000;27.7950000;28.1000000;27.7200000;28.0900000;189
MOEX.SNGS:SMAL;D;20171225;000000;28.1100000;28.1200000;27.8000000;27.8000000;12
MOEX.SNGS:SMAL;D;20171226;000000;27.7750000;27.9150000;27.5600000;27.5600000;25
MOEX.SNGS:SMAL;D;20171227;000000;27.5550000;27.5550000;27.5000000;27.5000000;50
MOEX.SNGS:SMAL;D;20171228;000000;27.8000000;27.8900000;27.8000000;27.8900000;42
MOEX.SNGS:SMAL;D;20180109;000000;28.3050000;28.3450000;28.3050000;28.3450000;84
MOEX.SNGS:SMAL;D;20180111;000000;28.0100000;28.0100000;28.0100000;28.0100000;78
MOEX.SNGS:SMAL;D;20180112;000000;28.7200000;28.8150000;28.7100000;28.8150000;10
MOEX.SNGS:SMAL;D;20180115;000000;28.6050000;28.6050000;28.6050000;28.6050000;39
MOEX.SNGS:SMAL;D;20180117;000000;29.3250000;30.0000000;29.3250000;29.7350000;158
MOEX.SNGS:SMAL;D;20180118;000000;29.8600000;29.8600000;29.8600000;29.8600000;35
MOEX.SNGS:SMAL;D;20180122;000000;29.8550000;29.8550000;29.8550000;29.8550000;10
MOEX.SNGS:SMAL;D;20180123;000000;29.8550000;29.8650000;29.8550000;29.8600000;131
MOEX.SNGS:SMAL;D;20180124;000000;30.3000000;30.3000000;30.3000000;30.3000000;1
MOEX.SNGS:SMAL;D;20180125;000000;30.4050000;30.7000000;30.3950000;30.7000000;156
MOEX.SNGS:SMAL;D;20180126;000000;30.1150000;30.6350000;30.1050000;30.6350000;68
MOEX.SNGS:SMAL;D;20180129;000000;30.5050000;30.8950000;30.5000000;30.5300000;173
MOEX.SNGS:SMAL;D;20180130;000000;30.1050000;30.1050000;30.0100000;30.0100000;3
MOEX.SNGS:SMAL;D;20180131;000000;29.2000000;29.2000000;29.1000000;29.1000000;63
MOEX.SNGS:SMAL;D;20180201;000000;29.5000000;29.5000000;28.8950000;29.0250000;99
MOEX.SNGS:SMAL;D;20180202;000000;28.8950000;28.8950000;28.7050000;28.7050000;29
MOEX.SNGS:SMAL;D;20180205;000000;29.1300000;29.5550000;29.1300000;29.4700000;133
MOEX.SNGS:SMAL;D;20180206;000000;28.9750000;29.8450000;28.9750000;29.8450000;2
MOEX.SNGS:SMAL;D;20180207;000000;28.9050000;28.9050000;28.9050000;28.9050000;65
MOEX.SNGS:SMAL;D;20180208;000000;29.1000000;29.1000000;28.7800000;28.8850000;53
MOEX.SNGS:SMAL;D;20180212;000000;28.7950000;28.7950000;28.2000000;28.3350000;189
MOEX.SNGS:SMAL;D;20180213;000000;28.0700000;28.0700000;28.0700000;28.0700000;50
MOEX.SNGS:SMAL;D;20180214;000000;28.0000000;28.0000000;28.0000000;28.0000000;15
MOEX.SNGS:SMAL;D;20180215;000000;28.3950000;28.3950000;28.3950000;28.3950000;51
MOEX.SNGS:SMAL;D;20180216;000000;28.3550000;28.8950000;28.3500000;28.6000000;141
MOEX.SNGS:SMAL;D;20180219;000000;28.2650000;28.2650000;28.2650000;28.2650000;11
MOEX.SNGS:SMAL;D;20180220;000000;28.2700000;28.2700000;28.2650000;28.2650000;22
MOEX.SNGS:SMAL;D;20180221;000000;28.9100000;28.9200000;28.4300000;28.6000000;74
MOEX.SNGS:SMAL;D;20180222;000000;29.1850000;29.1900000;29.1850000;29.1900000;21
MOEX.SNGS:SMAL;D;20180226;000000;29.1250000;29.6900000;29.1200000;29.6900000;188
MOEX.SNGS:SMAL;D;20180227;000000;28.9100000;28.9100000;28.8800000;28.9100000;80
MOEX.SNGS:SMAL;D;20180301;000000;28.7950000;28.7950000;28.7950000;28.7950000;12
MOEX.SNGS:SMAL;D;20180312;000000;29.2700000;29.2700000;29.2700000;29.2700000;38
MOEX.SNGS:SMAL;D;20180313;000000;29.0700000;29.0700000;29.0700000;29.0700000;9
MOEX.SNGS:SMAL;D;20180314;000000;29.3900000;29.3900000;28.9300000;28.9300000;41
MOEX.SNGS:SMAL;D;20180319;000000;29.4500000;29.4500000;29.0300000;29.0300000;68
MOEX.SNGS:SMAL;D;20180320;000000;28.9050000;28.9050000;28.9050000;28.9050000;95
MOEX.SNGS:SMAL;D;20180321;000000;29.2850000;29.2850000;28.6850000;28.9700000;103
MOEX.SNGS:SMAL;D;20180322;000000;29.1950000;29.1950000;29.1950000;29.1950000;2
MOEX.SNGS:SMAL;D;20180326;000000;28.7700000;28.7700000;28.7700000;28.7700000;7
MOEX.SNGS:SMAL;D;20180329;000000;28.1800000;28.1800000;28.1550000;28.1550000;33
MOEX.SNGS:SMAL;D;20180330;000000;28.7400000;28.7550000;28.6000000;28.6000000;148
MOEX.SNGS:SMAL;D;20180402;000000;28.6500000;28.6500000;28.6500000;28.6500000;57
MOEX.SNGS:SMAL;D;20180403;000000;28.2300000;28.2300000;28.1200000;28.1200000;37
MOEX.SNGS:SMAL;D;20180405;000000;28.4200000;28.7100000;28.4000000;28.7100000;81
MOEX.SNGS:SMAL;D;20180406;000000;28.9850000;29.2850000;28.9850000;29.2850000;98
MOEX.SNGS:SMAL;D;20180409;000000;27.8300000;27.8300000;27.5000000;27.5000000;85
MOEX.SNGS:SMAL;D;20180410;000000;29.7950000;29.8000000;29.0000000;29.0000000;148
MOEX.SNGS:SMAL;D;20180411;000000;29.9200000;29.9200000;29.4500000;29.4500000;28
MOEX.SNGS:SMAL;D;20180413;000000;29.2150000;29.2150000;29.2150000;29.2150000;25
MOEX.SNGS:SMAL;D;20180416;000000;29.4350000;29.4350000;28.8100000;28.8100000;46
MOEX.SNGS:SMAL;D;20180417;000000;28.9800000;28.9800000;28.9800000;28.9800000;1
MOEX.SNGS:SMAL;D;20180418;000000;29.4200000;29.4250000;29.1050000;29.4150000;156
MOEX.SNGS:SMAL;D;20180420;000000;28.8950000;29.3200000;27.0150000;29.2850000;133
MOEX.SNGS:SMAL;D;20180424;000000;29.5350000;29.5500000;29.3400000;29.3400000;13
MOEX.SNGS:SMAL;D;20180426;000000;29.4600000;29.4600000;29.4600000;29.4600000;4
MOEX.SNGS:SMAL;D;20180502;000000;29.9550000;31.6850000;29.5300000;29.7200000;214
MOEX.SNGS:SMAL;D;20180504;000000;29.1950000;29.1950000;29.1900000;29.1900000;8
MOEX.SNGS:SMAL;D;20180507;000000;29.1800000;29.6500000;29.0050000;29.3100000;36
MOEX.SNGS:SMAL;D;20180511;000000;29.9600000;29.9950000;29.9600000;29.9950000;37
MOEX.SNGS:SMAL;D;20180514;000000;29.9450000;29.9500000;29.9000000;29.9000000;48
MOEX.SNGS:SMAL;D;20180516;000000;29.6700000;29.7250000;29.3800000;29.7250000;128
MOEX.SNGS:SMAL;D;20180517;000000;29.9950000;30.0500000;29.9950000;30.0500000;11
MOEX.SNGS:SMAL;D;20180521;000000;30.0000000;30.1950000;29.6350000;29.6400000;74
MOEX.SNGS:SMAL;D;20180523;000000;29.9400000;29.9400000;29.4600000;29.4600000;92
MOEX.SNGS:SMAL;D;20180524;000000;29.1650000;29.1650000;28.9100000;28.9100000;70
MOEX.SNGS:SMAL;D;20180528;000000;28.8550000;28.8550000;28.5850000;28.5850000;38
MOEX.SNGS:SMAL;D;20180531;000000;29.0000000;29.0000000;28.1700000;28.1700000;22
MOEX.SNGS:SMAL;D;20180601;000000;29.0600000;29.0600000;28.9450000;28.9450000;33
MOEX.SNGS:SMAL;D;20180604;000000;29.0000000;29.0000000;28.8500000;28.8500000;106
MOEX.SNGS:SMAL;D;20180605;000000;28.7250000;28.9950000;28.0000000;28.9950000;115
MOEX.SNGS:SMAL;D;20180606;000000;28.8800000;28.9950000;28.8800000;28.9950000;35
MOEX.SNGS:SMAL;D;20180607;000000;29.0950000;29.0950000;28.9050000;28.9050000;211
MOEX.SNGS:SMAL;D;20180608;000000;28.4350000;28.4350000;28.3150000;28.3950000;315
MOEX.SNGS:SMAL;D;20180609;000000;28.3200000;28.4500000;26.9250000;28.4500000;82
MOEX.SNGS:SMAL;D;20180611;000000;29.1150000;29.1150000;29.1150000;29.1150000;10
MOEX.SNGS:SMAL;D;20180613;000000;28.9000000;28.9000000;28.9000000;28.9000000;33
MOEX.SNGS:SMAL;D;20180614;000000;28.6450000;29.0650000;28.6300000;29.0650000;127
MOEX.SNGS:SMAL;D;20180615;000000;28.5050000;28.5050000;28.1950000;28.1950000;23
MOEX.SNGS:SMAL;D;20180618;000000;28.2550000;28.7600000;28.2500000;28.7600000;23
MOEX.SNGS:SMAL;D;20180619;000000;28.7000000;28.7000000;28.7000000;28.7000000;12
MOEX.SNGS:SMAL;D;20180620;000000;29.4350000;29.5200000;29.4350000;29.5200000;31
MOEX.SNGS:SMAL;D;20180621;000000;29.4650000;29.4650000;28.9150000;29.3500000;181
MOEX.SNGS:SMAL;D;20180622;000000;28.7750000;29.5250000;28.3500000;28.3500000;50
MOEX.SNGS:SMAL;D;20180625;000000;27.9250000;28.5000000;27.9200000;28.5000000;113
MOEX.SNGS:SMAL;D;20180626;000000;28.7650000;28.7700000;28.7650000;28.7700000;40
MOEX.SNGS:SMAL;D;20180627;000000;28.2950000;28.2950000;28.2350000;28.2350000;7
MOEX.SNGS:SMAL;D;20180628;000000;28.2550000;28.2550000;28.2550000;28.2550000;60
MOEX.SNGS:SMAL;D;20180629;000000;28.6200000;28.6350000;28.5000000;28.5000000;70
MOEX.SNGS:SMAL;D;20180705;000000;28.5100000;28.5100000;28.5100000;28.5100000;46
MOEX.SNGS:SMAL;D;20180706;000000;28.6950000;28.6950000;28.6950000;28.6950000;2
MOEX.SNGS:SMAL;D;20180709;000000;28.9900000;29.2850000;28.9900000;29.0200000;53
MOEX.SNGS:SMAL;D;20180710;000000;28.9950000;29.4200000;28.9550000;29.3100000;103
MOEX.SNGS:SMAL;D;20180712;000000;28.5700000;28.8150000;28.5000000;28.5000000;31
MOEX.SNGS:SMAL;D;20180713;000000;28.8650000;29.2800000;28.3050000;29.2550000;43
MOEX.SNGS:SMAL;D;20180716;000000;28.5600000;28.5600000;28.5550000;28.5550000;52
MOEX.SNGS:SMAL;D;20180717;000000;28.5300000;28.8450000;28.2850000;28.2850000;10
MOEX.SNGS:SMAL;D;20180718;000000;28.5750000;28.7450000;28.4000000;28.5300000;122
MOEX.SNGS:SMAL;D;20180720;000000;28.1950000;28.5950000;28.1750000;28.5950000;155
MOEX.SNGS:SMAL;D;20180723;000000;28.2200000;28.2200000;28.2200000;28.2200000;5
MOEX.SNGS:SMAL;D;20180724;000000;28.6550000;28.6550000;28.6550000;28.6550000;1
MOEX.SNGS:SMAL;D;20180725;000000;28.0800000;28.5450000;28.0600000;28.5450000;30
MOEX.SNGS:SMAL;D;20180726;000000;28.3500000;28.3500000;28.3500000;28.3500000;34
MOEX.SNGS:SMAL;D;20180727;000000;28.2100000;28.5950000;28.2100000;28.5950000;92
MOEX.SNGS:SMAL;D;20180801;000000;29.1800000;29.3400000;29.1800000;29.3400000;105
MOEX.SNGS:SMAL;D;20180802;000000;28.5650000;28.8950000;26.7200000;28.8650000;164
MOEX.SNGS:SMAL;D;20180803;000000;29.1950000;29.3050000;29.1950000;29.3050000;48
MOEX.SNGS:SMAL;D;20180806;000000;28.6300000;28.6300000;28.6250000;28.6250000;87
MOEX.SNGS:SMAL;D;20180807;000000;28.6400000;28.6400000;28.6300000;28.6300000;62
MOEX.SNGS:SMAL;D;20180808;000000;28.8800000;28.8800000;28.8800000;28.8800000;25
MOEX.SNGS:SMAL;D;20180809;000000;29.1950000;29.1950000;28.9800000;28.9800000;81
MOEX.SNGS:SMAL;D;20180810;000000;28.5600000;28.5600000;28.5100000;28.5100000;25
MOEX.SNGS:SMAL;D;20180813;000000;28.7500000;28.7500000;28.7500000;28.7500000;1
MOEX.SNGS:SMAL;D;20180815;000000;28.4800000;28.4800000;28.4800000;28.4800000;2
MOEX.SNGS:SMAL;D;20180821;000000;28.0500000;28.0500000;27.6150000;27.6400000;30
MOEX.SNGS:SMAL;D;20180822;000000;27.9400000;28.4000000;26.0150000;28.1250000;61
MOEX.SNGS:SMAL;D;20180823;000000;28.0000000;28.0000000;28.0000000;28.0000000;27
MOEX.SNGS:SMAL;D;20180827;000000;27.7900000;28.3750000;27.7750000;28.3750000;179
MOEX.SNGS:SMAL;D;20180828;000000;28.2000000;28.2000000;28.1100000;28.1100000;21
MOEX.SNGS:SMAL;D;20180830;000000;28.7100000;28.7100000;28.6000000;28.6000000;25
MOEX.SNGS:SMAL;D;20180831;000000;28.5150000;28.5150000;28.5150000;28.5150000;2
MOEX.SNGS:SMAL;D;20180905;000000;28.2500000;28.2500000;28.2500000;28.2500000;45
MOEX.SNGS:SMAL;D;20180906;000000;28.0000000;28.0000000;28.0000000;28.0000000;1
MOEX.SNGS:SMAL;D;20180907;000000;27.6700000;27.6700000;27.5100000;27.5100000;20
MOEX.SNGS:SMAL;D;20180910;000000;27.7450000;27.7450000;27.7450000;27.7450000;44
MOEX.SNGS:SMAL;D;20180911;000000;27.8850000;27.8850000;27.7250000;27.8750000;39
MOEX.SNGS:SMAL;D;20180913;000000;27.6050000;28.0000000;26.1150000;28.0000000;117
MOEX.SNGS:SMAL;D;20180914;000000;27.4600000;27.4600000;27.4550000;27.4550000;81
MOEX.SNGS:SMAL;D;20180920;000000;28.0000000;28.0000000;28.0000000;28.0000000;1
MOEX.SNGS:SMAL;D;20180921;000000;27.5650000;27.5650000;27.5050000;27.5050000;31
MOEX.SNGS:SMAL;D;20180925;000000;27.5200000;27.5350000;27.0000000;27.1750000;201
MOEX.SNGS:SMAL;D;20180926;000000;27.1750000;27.1750000;27.1750000;27.1750000;35
MOEX.SNGS:SMAL;D;20180927;000000;27.6000000;27.8950000;27.6000000;27.8950000;74
MOEX.SNGS:SMAL;D;20181001;000000;27.8800000;27.8800000;27.4800000;27.4800000;6
MOEX.SNGS:SMAL;D;20181002;000000;27.8750000;27.8800000;27.4550000;27.4550000;69
MOEX.SNGS:SMAL;D;20181004;000000;27.2600000;27.2600000;27.2550000;27.2550000;82
MOEX.SNGS:SMAL;D;20181005;000000;27.7400000;27.7900000;27.7400000;27.7900000;18
MOEX.SNGS:SMAL;D;20181008;000000;27.7750000;27.7850000;27.7750000;27.7750000;5
MOEX.SNGS:SMAL;D;20181009;000000;27.2100000;27.2100000;27.2050000;27.2050000;50
MOEX.SNGS:SMAL;D;20181011;000000;26.9100000;26.9100000;26.8950000;26.8950000;29
MOEX.SNGS:SMAL;D;20181015;000000;26.9100000;26.9100000;26.8350000;26.8350000;78
MOEX.SNGS:SMAL;D;20181016;000000;27.2400000;28.0000000;27.2400000;28.0000000;42
MOEX.SNGS:SMAL;D;20181017;000000;27.3150000;27.3150000;27.3150000;27.3150000;24
MOEX.SNGS:SMAL;D;20181019;000000;27.2300000;27.2300000;27.2300000;27.2300000;17
MOEX.SNGS:SMAL;D;20181022;000000;27.3950000;27.3950000;27.3950000;27.3950000;54
MOEX.SNGS:SMAL;D;20181023;000000;26.9950000;26.9950000;26.9950000;26.9950000;1
MOEX.SNGS:SMAL;D;20181024;000000;26.6250000;26.6250000;26.5900000;26.5900000;7
MOEX.SNGS:SMAL;D;20181025;000000;26.2550000;26.4950000;26.2200000;26.4850000;146
MOEX.SNGS:SMAL;D;20181026;000000;28.2700000;28.2800000;26.3000000;26.3000000;64
MOEX.SNGS:SMAL;D;20181029;000000;26.5000000;26.5000000;26.5000000;26.5000000;2
MOEX.SNGS:SMAL;D;20181031;000000;26.6000000;26.6000000;26.6000000;26.6000000;108
MOEX.SNGS:SMAL;D;20181101;000000;26.1350000;26.1350000;26.1350000;26.1350000;81
MOEX.SNGS:SMAL;D;20181102;000000;28.0500000;28.0500000;26.2500000;26.2500000;98
MOEX.SNGS:SMAL;D;20181106;000000;27.0100000;27.0100000;25.0050000;25.0050000;56
MOEX.SNGS:SMAL;D;20181107;000000;27.3000000;27.3000000;27.3000000;27.3000000;1
MOEX.SNGS:SMAL;D;20181108;000000;27.9800000;29.0100000;27.9800000;29.0100000;5
MOEX.SNGS:SMAL;D;20181109;000000;26.9000000;26.9000000;26.9000000;26.9000000;98
MOEX.SNGS:SMAL;D;20181113;000000;29.2450000;29.2500000;26.6150000;26.6150000;75
MOEX.SNGS:SMAL;D;20181114;000000;26.1600000;28.1200000;26.1550000;28.1200000;51
MOEX.SNGS:SMAL;D;20181115;000000;26.9050000;28.2400000;26.8550000;28.2400000;46
MOEX.SNGS:SMAL;D;20181116;000000;27.1400000;27.2450000;27.1400000;27.2450000;76
MOEX.SNGS:SMAL;D;20181122;000000;26.5000000;27.1200000;26.1550000;26.9350000;79
MOEX.SNGS:SMAL;D;20181127;000000;26.6300000;26.6300000;26.6300000;26.6300000;1
MOEX.SNGS:SMAL;D;20181128;000000;27.0850000;27.2450000;27.0850000;27.2450000;10
MOEX.SNGS:SMAL;D;20181129;000000;26.8100000;27.1250000;26.8100000;27.1250000;20
MOEX.SNGS:SMAL;D;20181130;000000;27.0000000;27.3000000;27.0000000;27.3000000;85
MOEX.SNGS:SMAL;D;20181203;000000;26.1550000;28.0050000;26.1500000;27.6900000;170
MOEX.SNGS:SMAL;D;20181204;000000;27.9300000;27.9950000;27.9300000;27.9950000;22
